Sample #,Sample Name on LC/MS,Location,Date,Time,Collecter,Type,Project,Comment,Container Mass (g),Total mass (g),Sample Mass (g),TOC/IC sample collected?,PFAS Collected?,Isotope #,Delta 2H,Delta 18O,Delta 17O,Ran on Auto SPE,Corresponding Table,11Cl-PF3OUdS Results,3-3 FTCA Results,4:2FTS Results,5-3 FTCA Results,6:2FTS Results,7-3 FTCA Results,8:2FTS Results,9Cl-PF3ONS Results,ADONA Results,HFPO-DA Results,NEtFOSA Results,NEtFOSAA Results,NEtFOSE Results,NFDHA Results,NMeFOSA Results,NMeFOSAA Results,NMeFOSE Results,PFBA Results,PFBS Results,PFDA Results,PFDoA Results,PFDoS Results,PFDS Results,PFEESA Results,PFHpA Results,PFHpS Results,PFHxA Results,PFHxS Results,PFMBA Results,PFMPA Results,PFNA Results,PFNS Results,PFOA Results,PFOS Results,PFOSA Results,PFPeA Results,PFPeS Results,PFTeDA Results,PFTrDA Results,PFUnA Results
,S3_27,Number 6 Rd,3/28/26,1:41 PM,"RV, SH",Stream,Spatial,,42.29,557.16,514.87,Yes,Yes,2523,,,,3/30/26,RV_PFAS_04172026,0.00 bdl,0.07 bdl,0.00 bdl,0.32 bdl,0.13 bdl,1.17 bdl,0.06 bdl,0.00 bdl,0.62 bdl,0.05 bdl,0.28 bdl,0.19 bdl,0.34 bdl,0.07 bdl,0.19 bdl,0.40 bdl,0.27 bdl,0.04 bdl,0.27 bdl,0.10 bdl,0.01 bdl,0.00 bdl,0.01 bdl,0.01 bdl,0.59 bdl,0.01 bdl,1.01,0.33 bdl,0.00 bdl,0.03 bdl,0.45 bdl,0.01 bdl,1.84,0.72 bdl,0.08 bdl,0.93 bdl,0.02 bdl,0.03 bdl,0.01 bdl,0.02 bdl
,S3_28,Leverett Library,3/28/26,2:00 PM,"RV, SH",Stream,Spatial,,42.03,571.27,529.24,Yes,Yes,2524,,,,4/3/26,RV_PFAS_04172026,0.00 bdl,0.09 bdl,0.00 bdl,0.41 bdl,0.09 bdl,0.04 bdl,0.00 bdl,0.00 bdl,0.00 bdl,0.09 bdl,0.29 bdl,0.21 bdl,0.39 bdl,0.07 bdl,0.22 bdl,0.31 bdl,0.27 bdl,0.34 bdl,0.58 bdl,0.02 bdl,0.03 bdl,0.00 bdl,0.00 bdl,0.00 bdl,0.20 bdl,0.03 bdl,0.54 bdl,0.45 bdl,0.00 bdl,0.00 bdl,0.27 bdl,0.01 bdl,0.83 bdl,0.91 bdl,0.25 bdl,0.38 bdl,0.03 bdl,0.01 bdl,0.08 bdl,0.03 bdl
,S3_29,Leverett Pond,3/28/26,2:25 PM,"RV, SH",Stream,Spatial,,42.45,523.23,480.78,Yes,Yes,2525,,,,4/3/26,RV_PFAS_04172026,0.00 bdl,0.03 bdl,0.00 bdl,0.12 bdl,0.08 bdl,0.10 bdl,0.03 bdl,0.00 bdl,0.00 bdl,0.05 bdl,0.24 bdl,0.06 bdl,0.17 bdl,0.07 bdl,0.09 bdl,0.17 bdl,0.13 bdl,0.79 bdl,0.35 bdl,0.08 bdl,0.01 bdl,0.01 bdl,0.02 bdl,0.00 bdl,0.41 bdl,0.06 bdl,0.34 bdl,0.30 bdl,0.01 bdl,0.01 bdl,0.27 bdl,0.01 bdl,1.27,0.82 bdl,0.99,0.34 bdl,0.04 bdl,0.04 bdl,0.01 bdl,0.05 bdl
,B3_S3,Blank,,11:59 PM,RV,MilliQ,Blank,SPE Blank for S3,42.30,547.50,505.20,Yes,Yes,,,,,4/3/26,RV_PFAS_04172026,0.00 bdl,0.13 bdl,0.00 bdl,0.12 bdl,0.09 bdl,0.05 bdl,0.03 bdl,0.00 bdl,0.01 bdl,0.04 bdl,0.34 bdl,0.19 bdl,0.28 bdl,0.06 bdl,0.20 bdl,0.31 bdl,0.27 bdl,0.09 bdl,0.02 bdl,0.03 bdl,0.03 bdl,0.00 bdl,0.01 bdl,0.00 bdl,0.08 bdl,0.00 bdl,0.05 bdl,0.27 bdl,0.04 bdl,0.00 bdl,0.20 bdl,0.00 bdl,0.23 bdl,0.31 bdl,0.03 bdl,0.05 bdl,0.00 bdl,0.03 bdl,0.02 bdl,0.03 bdl
,S3_30,MR Montague Bridge,3/28/26,2:42 PM,"RV, SH",Stream,Spatial,,42.09,520.73,478.64,Yes,Yes,2526,,,,4/3/26,RV_PFAS_04172026,0.00 bdl,0.00 bdl,0.00 bdl,0.43 bdl,0.13 bdl,0.21 bdl,0.01 bdl,0.00 bdl,0.00 bdl,0.09 bdl,0.22 bdl,0.05 bdl,0.26 bdl,0.08 bdl,0.15 bdl,0.33 bdl,0.22 bdl,0.75 bdl,0.31 bdl,0.03 bdl,0.02 bdl,0.00 bdl,0.00 bdl,0.01 bdl,0.39 bdl,0.01 bdl,0.30 bdl,0.44 bdl,0.01 bdl,0.01 bdl,0.40 bdl,0.01 bdl,1.1,0.91 bdl,0.34 bdl,0.42 bdl,0.03 bdl,0.02 bdl,0.04 bdl,0.03 bdl
,S3_31,Lake Warner Trail,3/28/26,3:17 PM,"RV, SH",Stream,Spatial,,42.09,550.00,507.91,Yes,Yes,2526,,,,4/3/26,RV_PFAS_04172026,0.01 bdl,0.00 bdl,0.00 bdl,0.29 bdl,0.85 bdl,0.28 bdl,0.03 bdl,0.00 bdl,0.00 bdl,0.08 bdl,0.35 bdl,0.36 bdl,0.93 bdl,0.10 bdl,0.57 bdl,0.60 bdl,0.83 bdl,3.03 bdl,2.03,0.16 bdl,0.05 bdl,0.03 bdl,0.05 bdl,0.01 bdl,3.64,0.05 bdl,6.58,1.1,0.01 bdl,0.02 bdl,0.86 bdl,0.03 bdl,8.3,2.18,3.62,5.92,0.07 bdl,0.09 bdl,0.27 bdl,0.09 bdl
,S3_32,Prindle School,3/28/26,3:38 PM,"RV, SH",Stream,Spatial,,42.23,571.56,529.33,Yes,Yes,2526,,,,4/3/26,RV_PFAS_04172026,0.00 bdl,0.57 bdl,0.00 bdl,0.53 bdl,0.11 bdl,0.51 bdl,0.03 bdl,0.00 bdl,0.01 bdl,0.20 bdl,0.25 bdl,0.20 bdl,0.33 bdl,0.07 bdl,0.20 bdl,0.39 bdl,0.26 bdl,3.06 bdl,3.05,0.16 bdl,0.01 bdl,0.12 bdl,0.01 bdl,0.00 bdl,0.79 bdl,0.23 bdl,2.13,1.43,0.03 bdl,0.02 bdl,0.81 bdl,0.03 bdl,2.55,2.54,1.38,1.73 bdl,0.65 bdl,0.03 bdl,0.02 bdl,0.04 bdl
,WC_28,Wet Center,3/30/26,4:10 PM,"JC,RV",Stream,Baseflow,"High 60s, all snow melted ",42.07,596.25,554.18,Yes,Yes,2488,,,,Shealyn run while RV on ECU trip,RV_PFAS_07082026,0.00 bdl,0.21 bdl,0.00 bdl,0.57 bdl,1.00 bdl,0.07 bdl,0.06 bdl,0.00 bdl,0.00 bdl,0.04 bdl,0.28 bdl,0.10 bdl,0.34 bdl,0.07 bdl,0.30 bdl,0.31 bdl,0.40 bdl,0.16 bdl,1.18,0.06 bdl,0.02 bdl,0.00 bdl,0.04 bdl,0.01 bdl,1.3,0.01 bdl,2.28,0.58 bdl,0.01 bdl,0.00 bdl,0.44 bdl,0.01 bdl,2.62,1.32,2.36,2.05,0.10 bdl,0.03 bdl,0.02 bdl,0.03 bdl
,WC_29,Wet Center,4/6/26,8:08 AM,RV,Stream,Baseflow,,42.68,563.96,521.28,Yes,Yes,2489,,,,Shealyn run while RV on ECU trip,RV_PFAS_07082026,0.00 bdl,0.03 bdl,0.00 bdl,0.44 bdl,1.05 bdl,0.14 bdl,0.00 bdl,0.00 bdl,0.00 bdl,0.10 bdl,0.32 bdl,0.08 bdl,0.38 bdl,0.07 bdl,0.30 bdl,0.24 bdl,0.42 bdl,0.23 bdl,1.07,0.05 bdl,0.01 bdl,0.00 bdl,0.00 bdl,0.01 bdl,1.08,0.00 bdl,2.09,0.52 bdl,0.00 bdl,0.01 bdl,0.35 bdl,0.01 bdl,2.44,1.23,2.25,2.04,0.09 bdl,0.02 bdl,0.03 bdl,0.02 bdl
,WC_33,Wet Center,4/13/26,2:28 PM,"RV, JC, OW",Stream,Baseflow,Cartridge comparison,41.72,574.47,532.75,Yes,Yes,2490,,,,7/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC_34,Wet Center,4/13/26,2:28 PM,"RV, JC, OW",Stream,Baseflow,Cartridge comparison,42.05,,,No,Yes,2490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mill River Rec Area,4/13/26,2:52 PM,"RV, JC, OW",Stream,Spatial,Cartridge comparison,42.18,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Mill River Rec Area,4/13/26,2:52 PM,"RV, JC, OW",Stream,Spatial,Cartridge comparison,42.38,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Knightly,4/13/26,3:05 PM,"RV, JC, OW",Stream,Spatial,Cartridge comparison,41.98,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Knightly,4/13/26,3:05 PM,"RV, JC, OW",Stream,Spatial,Cartridge comparison,42.49,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC_30,Wet Center,4/21/26,3:20 PM,RV,Stream,Baseflow,1.6' gage reading. clear stream,42.10,575.98,533.88,Yes,Yes,,,,,7/17/26,RV_PFAS_08102026_conc,0.00 bdl,0.10 bdl,0.00 bdl,0.95 bdl,0.94 bdl,0.40 bdl,0.09 bdl,0.00 bdl,0.00 bdl,0.09 bdl,0.21 bdl,0.13 bdl,0.25 bdl,0.05 bdl,0.22 bdl,0.36 bdl,0.25 bdl,0.61 bdl,0.90 bdl,0.08 bdl,0.02 bdl,0.00 bdl,0.03 bdl,0.00 bdl,1.18,0.00 bdl,2.28,0.52 bdl,0.00 bdl,0.01 bdl,0.51 bdl,0.02 bdl,2.45,1.33,0.22 bdl,2.46,0.06 bdl,0.01 bdl,0.03 bdl,0.05 bdl
,,Field Blank,4/21/26,3:20 PM,RV,MilliQ,Field Blank,Field blank taken at Wet Center,42.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TD_A26,Tan Brook Down,4/26/26,8:28 AM,"KW, OW",Stream ,13 site,,,,,Yes,Yes,2495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC_A26,Wet Center,4/26/26,8:54 AM,"KW, OW",Stream ,13 site,,,,,Yes,Yes,2496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HD_A26,Horse Farm Down,4/26/26,9:15 AM,"KW, OW",Stream ,13 site,,,,,Yes,Yes,2497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HU_A26,Horse Farm UP,4/26/26,9:34 AM,"KW, OW",Stream ,13 site,,,,,Yes,Yes,2498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TU_A26,Tan Brook Up ,4/26/26,10:01,"KW, OW",Stream ,13 site,,,,,Yes,Yes,2499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CU_A26,Campus Pond Up,4/26/26,10:15 AM,"KW, OW",Stream ,13 site,,,,,Yes,Yes,2500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CD_A26,Campus Pond Down,4/26/26,10:28 AM,"KW, OW",Stream ,13 site,,,,,Yes,Yes,2501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_A26,Roaring,4/26/26,,"RV, JC, SH",Stream ,13 site,,42.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D_A26,Doolittle,4/26/26,,"RV, JC, SH",Stream ,13 site,,42.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EU_A26,Eastman Up,4/26/26,,"RV, JC, SH",Stream ,13 site,,42.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ED_A26,Eastman Down,4/26/26,,"RV, JC, SH",Stream ,13 site,,42.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,K_A26,Knightly,4/26/26,,"RV, JC, SH",Stream ,13 site,,42.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_A26,Lake Warner Outlet,4/26/26,,"RV, JC, SH",Stream ,13 site,,42.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS_A26,Mill Site,4/26/26,,"RV, JC, SH",Stream ,13 site,,42.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ISCO_EB,ISCO _ WetCenter,4/27/26,9:24:00 AM,"RV, JC",Stream,Equipment Blank,"ISCO equipment blank. Ran 3 runs of MilliQ from the 4L field bucket. First two runs were discarded into the environment. The third run of MilliQ was kept and bottled, to test PFAS in the ISCO line ",42.38,590.59,548.21,No,Yes,,,,,6/23/26,RV_PFAS_07082026,0.00 bdl,0.00 bdl,0.00 bdl,0.16 bdl,0.19 bdl,0.20 bdl,0.05 bdl,0.00 bdl,0.00 bdl,0.07 bdl,0.26 bdl,0.16 bdl,0.34 bdl,0.03 bdl,0.32 bdl,0.42 bdl,0.33 bdl,0.16 bdl,0.11 bdl,0.03 bdl,0.02 bdl,0.02 bdl,0.00 bdl,0.00 bdl,0.14 bdl,0.00 bdl,0.11 bdl,0.24 bdl,0.05 bdl,0.00 bdl,0.24 bdl,0.00 bdl,0.39 bdl,0.30 bdl,0.26 bdl,0.09 bdl,0.01 bdl,0.08 bdl,0.12 bdl,0.02 bdl
,WC_31,Wet Center,5/1/26,9:24:00 AM,"RV, KW, HS",Stream,Baseflow,,42.30,588.28,545.98,Yes,Yes,2509,,,,7/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B1_5_26,Blank,5/4/26,11:59 PM,RV,MilliQ,Blank,Blank ran with Storm 13 samples,42.50,542.34,499.84,No,Yes,,,,,,RV_PFAS_08102026_conc,0.00 bdl,0.00 bdl,0.00 bdl,0.02 bdl,0.07 bdl,0.10 bdl,0.00 bdl,0.00 bdl,0.00 bdl,0.03 bdl,0.36 bdl,0.16 bdl,0.35 bdl,0.07 bdl,0.33 bdl,0.39 bdl,0.32 bdl,0.06 bdl,0.02 bdl,0.04 bdl,0.00 bdl,0.00 bdl,0.02 bdl,0.00 bdl,0.04 bdl,0.02 bdl,0.08 bdl,0.43 bdl,0.01 bdl,0.00 bdl,0.23 bdl,0.01 bdl,0.26 bdl,0.26 bdl,0.07 bdl,0.05 bdl,0.01 bdl,0.01 bdl,0.01 bdl,0.00 bdl
,B2_5_26,Blank,5/4/26,11:59 PM,RV,MilliQ,Blank,Blank ran with Storm 12 samples,,,0.00,No,Yes,,,,,,RV_PFAS_07082026,0.00 bdl,0.00 bdl,0.00 bdl,0.06 bdl,0.12 bdl,0.14 bdl,0.13 bdl,0.00 bdl,0.01 bdl,0.07 bdl,0.38 bdl,0.14 bdl,0.34 bdl,0.07 bdl,0.31 bdl,0.33 bdl,0.35 bdl,0.18 bdl,0.02 bdl,0.01 bdl,0.02 bdl,0.01 bdl,0.00 bdl,0.00 bdl,0.04 bdl,0.00 bdl,0.05 bdl,0.24 bdl,0.03 bdl,0.01 bdl,0.23 bdl,0.00 bdl,0.22 bdl,0.33 bdl,0.08 bdl,0.06 bdl,0.00 bdl,0.01 bdl,0.03 bdl,0.01 bdl
,WC_35,Wet Center,5/12/26,,"RV, JC",Stream,Baseflow,,,580.22,580.22,yes,yes,,,,,7/24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_1,Wet Center,5/13/26,9:18:00 PM,RV,Stream,Stream_Storm,Sampling every 2.5 hours. Cleared line 2 times before starting. Collected 1000mL.,41.95,,,Yes,Yes,2533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_2,Wet Center,5/13/26,11:48:00 PM,RV,Stream,Stream_Storm,,41.45,,,Yes,Yes,2534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_3,Wet Center,5/14/26,2:18:00 AM,RV,Stream,Stream_Storm,,41.89,,,Yes,Yes,2535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_4,Wet Center,5/14/26,4:48:00 AM,RV,Stream,Stream_Storm,,42.15,,,Yes,Yes,2536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_5,Wet Center,5/14/26,7:18:00 AM,RV,Stream,Stream_Storm,,42.43,,,Yes,Yes,2537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_6,Wet Center,5/14/26,9:48:00 AM,RV,Stream,Stream_Storm,,41.34,,,Yes,Yes,2538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_7,Wet Center,5/14/26,12:18:00 PM,RV,Stream,Stream_Storm,,41.73,,,Yes,Yes,2539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_8,Wet Center,5/14/26,2:48:00 PM,RV,Stream,Stream_Storm,,42.37,,,Yes,Yes,2540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_9,Wet Center,5/14/26,5:18:00 PM,RV,Stream,Stream_Storm,,43.11,,,Yes,Yes,2541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_10,Wet Center,5/14/26,7:48:00 PM,RV,Stream,Stream_Storm,,41.97,,,Yes,Yes,2542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_11,Wet Center,5/14/26,10:18:00 PM,RV,Stream,Stream_Storm,,41.51,,,Yes,Yes,2543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_12,Wet Center,5/15/26,12:48:00 AM,RV,Stream,Stream_Storm,,42.11,,,Yes,Yes,2544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_13,Wet Center,5/15/26,3:18:00 AM,RV,Stream,Stream_Storm,,41.89,,,Yes,Yes,2545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_14,Wet Center,5/15/26,5:48:00 AM,RV,Stream,Stream_Storm,,42.08,,,Yes,Yes,2546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_15,Wet Center,5/15/26,8:18:00 AM,RV,Stream,Stream_Storm,,42.38,,,Yes,Yes,2547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_16,Wet Center,5/15/26,10:48:00 AM,RV,Stream,Stream_Storm,,41.78,,,Yes,Yes,2548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_17,Wet Center,5/15/26,1:18:00 PM,RV,Stream,Stream_Storm,,41.05,,,Yes,Yes,2549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_18,Wet Center,5/15/26,3:48:00 PM,RV,Stream,Stream_Storm,,41.63,,,Yes,Yes,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_19,Wet Center,5/15/26,6:18:00 PM,RV,Stream,Stream_Storm,,41.48,,,Yes,Yes,2551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_20,Wet Center,5/15/26,8:48:00 PM,RV,Stream,Stream_Storm,,41.29,,,Yes,Yes,2552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_21,Wet Center,5/15/26,11:18:00 PM,RV,Stream,Stream_Storm,,42.02,,,Yes,Yes,2553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_22,Wet Center,5/16/26,1:48:00 AM,RV,Stream,Stream_Storm,,41.29,,,Yes,Yes,2554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_23,Wet Center,5/16/26,4:18:00 AM,RV,Stream,Stream_Storm,,41.83,,,Yes,Yes,2555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE17_24,Wet Center,5/16/26,6:48:00 AM,RV,Stream,Stream_Storm,,41.43,,,Yes,Yes,2556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,R_My26,Roaring,5/22/26,,,Stream,13 site,,,,,Yes,Yes,2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D_My26,Doolittle,5/22/26,,,Stream,13 site,,,,,Yes,Yes,2558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EU_My26,Eastman Up,5/22/26,,,Stream,13 site,,,,,Yes,Yes,2559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ED_My26,Eastman Down,5/22/26,,,Stream,13 site,,,,,Yes,Yes,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,K_My26,Knightly,5/22/26,,,Stream,13 site,,,,,Yes,Yes,2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,LW_My26,Lake Warner Outlet,5/22/26,,,Stream,13 site,,,,,Yes,Yes,2562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MS_My26,Mill Site,5/22/26,,,Stream,13 site,,,,,Yes,Yes,2563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HD_My26,Horse Farm Down,5/22/26,,,Stream,13 site,,,,,Yes,Yes,2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HU_My26,Horse Farm UP ,5/22/26,,,Stream,13 site,,,,,Yes,Yes,2565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TU_My26,Tan Brook Up ,5/22/26,,,Stream,13 site,,,,,Yes,Yes,2566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TD_My26,Tan Brook Down,5/22/26,,,Stream,13 site,,,,,Yes,Yes,2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CU_My26,Campus Pond Up,5/22/26,,,Stream,13 site,,,,,Yes,Yes,2568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CD_My26,Campus Pond Down,5/22/26,,,Stream,13 site,,,,,Yes,Yes,2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WC_My26,Wet Center,5/22/26,,,Stream,13 site,,,,,Yes,Yes,2570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_1,Wet Center,5/23/26,9:10 PM,RV,Stream,Stream_Storm,,41.69,590.42,,Yes,Yes,2572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_2,Wet Center,5/23/26,11:40 PM,RV,Stream,Stream_Storm,,41.68,578.68,,Yes,Yes,2573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_3,Wet Center,5/24/26,2:10 AM,RV,Stream,Stream_Storm,,41.76,588.60,,Yes,Yes,2574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_4,Wet Center,5/24/26,4:40 AM,RV,Stream,Stream_Storm,,42.24,572.42,,Yes,Yes,2575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_5,Wet Center,5/24/26,7:10 AM,RV,Stream,Stream_Storm,,41.39,591.79,,Yes,Yes,2576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_6,Wet Center,5/24/26,9:40 AM,RV,Stream,Stream_Storm,,42.04,577.90,,Yes,Yes,2577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_7,Wet Center,5/24/26,12:10 PM,RV,Stream,Stream_Storm,,42.16,581.49,,Yes,Yes,2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_8,Wet Center,5/24/26,2:40 PM,RV,Stream,Stream_Storm,,42.04,572.35,,Yes,Yes,2579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_9,Wet Center,5/24/26,5:10 PM,RV,Stream,Stream_Storm,,41.84,585.63,,Yes,Yes,2580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_10,Wet Center,5/24/26,7:40 PM,RV,Stream,Stream_Storm,,41.41,582.55,,Yes,Yes,2581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_11,Wet Center,5/24/26,10:10 PM,RV,Stream,Stream_Storm,,42.16,573.09,,Yes,Yes,2582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_12,Wet Center,5/25/26,12:40 AM,RV,Stream,Stream_Storm,,42.54,574.28,,Yes,Yes,2583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_13,Wet Center,5/25/26,3:10 AM,RV,Stream,Stream_Storm,,42.74,578.63,,Yes,Yes,2584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_14,Wet Center,5/25/26,5:40 AM,RV,Stream,Stream_Storm,,41.28,584.64,,Yes,Yes,2585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_15,Wet Center,5/25/26,8:10 AM,RV,Stream,Stream_Storm,,41.82,581.09,,Yes,Yes,2586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_16,Wet Center,5/25/26,10:40 AM,RV,Stream,Stream_Storm,,41.67,576.02,,Yes,Yes,2587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_17,Wet Center,5/25/26,1:10 PM,RV,Stream,Stream_Storm,,41.92,577.35,,Yes,Yes,2588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SE18_18,Wet Center,5/25/26,3:40 PM,RV,Stream,Stream_Storm,,41.95,569.05,,Yes,Yes,2589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
